Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2011,Daly City,102368,6188,6,5399,5.3,5244,5.1,4876,4.8,7710,7.5,16820,16.4,15750,15.4,12608,12.3,6887,6.7,6623,6.5,8592,8.4,3836,3.7,1835,1.8
2011,Davis,66011,2433,3.7,4258,6.5,2478,3.8,5362,8.1,19329,29.3,7178,10.9,6606,10,6460,9.8,4017,6.1,2500,3.8,2675,4.1,1798,2.7,917,1.4
2011,Downey,112578,6756,6,8678,7.7,9881,8.8,8088,7.2,7464,6.6,15539,13.8,17982,16,13762,12.2,6129,5.4,7250,6.4,5867,5.2,3140,2.8,2042,1.8
2011,East Los Angeles,131741,10196,7.7,11624,8.8,9271,7,12652,9.6,13002,9.9,19233,14.6,20390,15.5,15068,11.4,4884,3.7,4506,3.4,5820,4.4,3689,2.8,1406,1.1
2011,El Cajon,100931,8344,8.3,5963,5.9,7309,7.2,6260,6.2,9652,9.6,16171,16,11409,11.3,13299,13.2,5251,5.2,4801,4.8,7158,7.1,3439,3.4,1875,1.9
2011,Elk Grove,154920,7232,4.7,9328,6,15634,10.1,16464,10.6,8935,5.8,16935,10.9,23036,14.9,24684,15.9,9870,6.4,6888,4.4,7327,4.7,5735,3.7,2852,1.8
2011,El Monte,114294,8934,7.8,7685,6.7,6852,6,9437,8.3,8695,7.6,17874,15.6,17381,15.2,14019,12.3,6208,5.4,4945,4.3,7126,6.2,3615,3.2,1523,1.3
2011,Escondido,146021,12040,8.2,10323,7.1,9686,6.6,10775,7.4,12486,8.6,22698,15.5,20576,14.1,17966,12.3,9382,6.4,7372,5,5233,3.6,4653,3.2,2831,1.9
2011,Fairfield,106116,7149,6.7,9159,8.6,7146,6.7,8835,8.3,8633,8.1,15827,14.9,15059,14.2,14444,13.6,5016,4.7,3769,3.6,5883,5.5,4002,3.8,1194,1.1
2011,Florence-Graham,68626,8804,12.8,5416,7.9,6074,8.9,5871,8.6,6726,9.8,12073,17.6,8959,13.1,5877,8.6,2886,4.2,2058,3,2054,3,1727,2.5,101,0.1
2011,Folsom,72991,3269,4.5,4066,5.6,5723,7.8,4314,5.9,6544,9,8652,11.9,12783,17.5,11929,16.3,5920,8.1,4122,5.6,3462,4.7,1252,1.7,955,1.3
2011,Fontana,199024,16774,8.4,15825,8,16194,8.1,17851,9,16108,8.1,29005,14.6,31696,15.9,25592,12.9,9854,5,7333,3.7,7601,3.8,2764,1.4,2427,1.2
2011,Fremont,216912,14716,6.8,15309,7.1,16758,7.7,12840,5.9,10459,4.8,31820,14.7,36738,16.9,33243,15.3,14150,6.5,8389,3.9,11760,5.4,7112,3.3,3618,1.7
2011,Fresno,501365,43855,8.7,41806,8.3,38710,7.7,43255,8.6,47195,9.4,75608,15.1,59582,11.9,57950,11.6,26872,5.4,20409,4.1,24180,4.8,15327,3.1,6616,1.3
2011,Fullerton,137174,10417,7.6,8356,6.1,9064,6.6,9719,7.1,10752,7.8,20266,14.8,17882,13,19665,14.3,7270,5.3,5923,4.3,8439,6.2,6897,5,2524,1.8
2011,Garden Grove,173490,11247,6.5,10948,6.3,11985,6.9,14674,8.5,14991,8.6,22788,13.1,24730,14.3,27131,15.6,10569,6.1,7327,4.2,9630,5.6,5827,3.4,1643,0.9
2011,Glendale,193113,9461,4.9,8736,4.5,10995,5.7,11145,5.8,11528,6,24835,12.9,27372,14.2,30843,16,15451,8,11962,6.2,14912,7.7,10647,5.5,5226,2.7
2011,Hawthorne,84897,6024,7.1,8003,9.4,6455,7.6,6124,7.2,7708,9.1,13268,15.6,15046,17.7,9306,11,3958,4.7,3430,4,3548,4.2,1482,1.7,545,0.6
2011,Hayward,146083,9963,6.8,8645,5.9,9472,6.5,10022,6.9,13718,9.4,22776,15.6,19449,13.3,20622,14.1,9651,6.6,7966,5.5,7150,4.9,4675,3.2,1974,1.4
2011,Hemet,80459,4385,5.4,6147,7.6,5429,6.7,4402,5.5,4118,5.1,9712,12.1,8207,10.2,8278,10.3,4424,5.5,4744,5.9,9310,11.6,7304,9.1,3999,5
2011,Hesperia,91549,6627,7.2,8979,9.8,9472,10.3,6790,7.4,6239,6.8,13026,14.2,9611,10.5,12795,14,4896,5.3,4603,5,5980,6.5,1915,2.1,616,0.7
2011,Huntington Beach,192868,8244,4.3,10190,5.3,11252,5.8,11282,5.8,12867,6.7,25122,13,25333,13.1,32996,17.1,12985,6.7,12361,6.4,17229,8.9,8707,4.5,4300,2.2
2011,Indio,77789,6169,7.9,5814,7.5,7819,10.1,5505,7.1,5227,6.7,9080,11.7,10257,13.2,8516,10.9,4380,5.6,4466,5.7,6468,8.3,2868,3.7,1220,1.6
2011,Inglewood,110463,8491,7.7,8760,7.9,7987,7.2,8144,7.4,6598,6,17118,15.5,15558,14.1,14460,13.1,6833,6.2,5820,5.3,6227,5.6,3060,2.8,1407,1.3
2011,Irvine,215511,10612,4.9,16120,7.5,13376,6.2,19018,8.8,20562,9.5,33260,15.4,31852,14.8,30944,14.4,12750,5.9,11194,5.2,9334,4.3,4347,2,2142,1
2011,Lake Forest,78460,5141,6.6,5074,6.5,5920,7.5,5638,7.2,4071,5.2,11368,14.5,11864,15.1,13184,16.8,4443,5.7,4405,5.6,4485,5.7,2245,2.9,622,0.8
2011,Lakewood,80648,5477,6.8,5277,6.5,4314,5.3,5015,6.2,7028,8.7,10015,12.4,11758,14.6,11052,13.7,7671,9.5,3965,4.9,4410,5.5,3496,4.3,1170,1.5
2011,Lancaster,157698,12861,8.2,11611,7.4,13193,8.4,12339,7.8,12290,7.8,21515,13.6,22369,14.2,21901,13.9,9109,5.8,8138,5.2,6895,4.4,4470,2.8,1007,0.6
2011,Livermore,82056,5960,7.3,6353,7.7,5551,6.8,4020,4.9,4569,5.6,11133,13.6,12448,15.2,13259,16.2,4921,6,4782,5.8,4889,6,3025,3.7,1146,1.4
2011,Long Beach,465584,33659,7.2,27416,5.9,34725,7.5,36282,7.8,39142,8.4,71989,15.5,67870,14.6,62371,13.4,25399,5.5,23259,5,23447,5,13631,2.9,6394,1.4
2011,Los Angeles,3819708,248679,6.5,225828,5.9,230204,6,269978,7.1,318817,8.3,647084,16.9,558286,14.6,513438,13.4,222326,5.8,175032,4.6,218062,5.7,128280,3.4,63694,1.7
2011,Lynwood,70259,5734,8.2,5584,7.9,7394,10.5,7186,10.2,5997,8.5,9053,12.9,12152,17.3,7486,10.7,2846,4.1,2197,3.1,2671,3.8,1417,2,542,0.8
2011,Manteca,68254,6023,8.8,5477,8,6540,9.6,5341,7.8,4331,6.3,8783,12.9,9018,13.2,8857,13,3595,5.3,3531,5.2,3924,5.7,2504,3.7,330,0.5
2011,Menifee,79321,4667,5.9,5974,7.5,3379,4.3,5240,6.6,5551,7,9496,12,9002,11.3,11810,14.9,6677,8.4,3439,4.3,8291,10.5,4963,6.3,832,1
2011,Merced,80234,7652,9.5,6132,7.6,5627,7,7973,9.9,9362,11.7,12023,15,9670,12.1,7386,9.2,3756,4.7,3697,4.6,3809,4.7,2074,2.6,1073,1.3
2011,Milpitas,67811,4309,6.4,4814,7.1,3418,5,3955,5.8,3820,5.6,11378,16.8,10485,15.5,10559,15.6,4496,6.6,3951,5.8,3791,5.6,2495,3.7,340,0.5
2011,Mission Viejo,94714,5573,5.9,5392,5.7,5597,5.9,6240,6.6,6827,7.2,9995,10.6,12865,13.6,13790,14.6,6993,7.4,7392,7.8,6917,7.3,5170,5.5,1963,2.1
2011,Modesto,202761,15511,7.6,12518,6.2,17578,8.7,15548,7.7,16007,7.9,26547,13.1,25092,12.4,27809,13.7,11765,5.8,9863,4.9,12277,6.1,8467,4.2,3779,1.9
2011,Moreno Valley,197838,17346,8.8,18161,9.2,18309,9.3,17995,9.1,17394,8.8,28392,14.4,24023,12.1,22947,11.6,11649,5.9,8752,4.4,7365,3.7,3964,2,1541,0.8
2011,Mountain View,75230,5380,7.2,5438,7.2,3376,4.5,3136,4.2,3625,4.8,14737,19.6,13899,18.5,9397,12.5,3743,5,2968,3.9,4818,6.4,2971,3.9,1742,2.3
2011,Murrieta,105847,7733,7.3,8158,7.7,10770,10.2,8388,7.9,6131,5.8,15636,14.8,13948,13.2,15597,14.7,4550,4.3,4451,4.2,5429,5.1,4505,4.3,551,0.5
2011,Napa,77868,4967,6.4,5201,6.7,5363,6.9,4392,5.6,4979,6.4,11897,15.3,10561,13.6,10964,14.1,4891,6.3,4684,6,4959,6.4,3117,4,1893,2.4
2011,Newport Beach,86485,3518,4.1,6091,7,5233,6.1,3563,4.1,4758,5.5,10600,12.3,12496,14.4,14049,16.2,4845,5.6,5128,5.9,7649,8.8,5779,6.7,2776,3.2
2011,Norwalk,106308,7749,7.3,7910,7.4,7912,7.4,8411,7.9,9123,8.6,16086,15.1,16460,15.5,14421,13.6,4848,4.6,3694,3.5,5486,5.2,2758,2.6,1450,1.4
2011,Oakland,395811,26112,6.6,21689,5.5,22056,5.6,22374,5.7,26396,6.7,67368,17,61626,15.6,52194,13.2,25789,6.5,23119,5.8,25786,6.5,13533,3.4,7769,2
2011,Oceanside,169565,10893,6.4,10015,5.9,11028,6.5,12515,7.4,17390,10.3,25684,15.1,22235,13.1,21121,12.5,10470,6.2,8154,4.8,10196,6,6037,3.6,3827,2.3
2011,Ontario,166412,11897,7.1,14398,8.7,13291,8,15152,9.1,14411,8.7,23737,14.3,26688,16,23013,13.8,7414,4.5,5966,3.6,5294,3.2,4170,2.5,981,0.6
2011,Orange,138405,7355,5.3,9566,6.9,8664,6.3,11166,8.1,12958,9.4,18246,13.2,20172,14.6,19478,14.1,6815,4.9,8257,6,8718,6.3,4644,3.4,2366,1.7
2011,Oxnard,199917,17422,8.7,16870,8.4,15370,7.7,16477,8.2,18205,9.1,32532,16.3,26283,13.1,23451,11.7,10768,5.4,8133,4.1,7673,3.8,4948,2.5,1785,0.9
2011,Palmdale,153874,14012,9.1,12508,8.1,14192,9.2,15763,10.2,14105,9.2,19881,12.9,20362,13.2,21450,13.9,8458,5.5,4129,2.7,4407,2.9,3229,2.1,1378,0.9
2011,Palo Alto,65419,3468,5.3,3369,5.1,4526,6.9,3945,6,4172,6.4,11090,17,7979,12.2,9094,13.9,3968,6.1,2961,4.5,5128,7.8,3170,4.8,2549,3.9
2011,Pasadena,138086,9590,6.9,4518,3.3,7310,5.3,7038,5.1,10716,7.8,22581,16.4,23232,16.8,19861,14.4,6728,4.9,7326,5.3,9091,6.6,6003,4.3,4092,3
2011,Perris,69973,7555,10.8,8495,12.1,8682,12.4,7419,10.6,3266,4.7,11370,16.2,9284,13.3,6516,9.3,4033,5.8,790,1.1,1717,2.5,709,1,137,0.2
2011,Pittsburg,64307,5286,8.2,3631,5.6,4125,6.4,5262,8.2,5306,8.3,11072,17.2,8480,13.2,9232,14.4,3437,5.3,2844,4.4,3156,4.9,1824,2.8,652,1
2011,Pleasanton,71206,4189,5.9,5513,7.7,5154,7.2,4644,6.5,3040,4.3,6989,9.8,11442,16.1,13738,19.3,4430,6.2,3833,5.4,4507,6.3,2543,3.6,1184,1.7
2011,Pomona,150126,11424,7.6,11096,7.4,11089,7.4,12939,8.6,15971,10.6,22410,14.9,19518,13,17981,12,7364,4.9,6732,4.5,7273,4.8,4290,2.9,2039,1.4
2011,Rancho Cordova,65614,6057,9.2,4265,6.5,4330,6.6,4425,6.7,4153,6.3,12120,18.5,8907,13.6,7879,12,2867,4.4,3369,5.1,4343,6.6,2267,3.5,632,1
2011,Rancho Cucamonga,167698,12430,7.4,8954,5.3,10236,6.1,14164,8.4,10257,6.1,26585,15.9,28537,17,20898,12.5,11120,6.6,7911,4.7,8490,5.1,6027,3.6,2089,1.2
2011,Redding,90142,5342,5.9,7266,8.1,5090,5.6,5690,6.3,7004,7.8,12489,13.9,9333,10.4,12421,13.8,5248,5.8,5688,6.3,7022,7.8,5488,6.1,2061,2.3
2011,Redlands,69744,3645,5.2,4368,6.3,4874,7,5664,8.1,5640,8.1,9342,13.4,8527,12.2,9582,13.7,5888,8.4,3031,4.3,4484,6.4,2833,4.1,1866,2.7
2011,Redondo Beach,67231,4885,7.3,3738,5.6,3343,5,2198,3.3,3065,4.6,11150,16.6,12375,18.4,12051,17.9,3767,5.6,3261,4.9,3830,5.7,2543,3.8,1025,1.5
2011,Redwood City,77750,5285,6.8,5954,7.7,5090,6.5,5104,6.6,3881,5,11921,15.3,11535,14.8,12014,15.5,4522,5.8,3378,4.3,5150,6.6,2509,3.2,1407,1.8
2011,Rialto,100680,9976,9.9,8518,8.5,10218,10.1,8254,8.2,11415,11.3,14143,14,11711,11.6,12521,12.4,3512,3.5,3584,3.6,3834,3.8,2712,2.7,282,0.3
2011,Richmond,105389,8222,7.8,7734,7.3,8631,8.2,4763,4.5,7640,7.2,18291,17.4,14272,13.5,12605,12,7091,6.7,6585,6.2,5864,5.6,2265,2.1,1426,1.4
2011,Riverside,310654,21234,6.8,21256,6.8,23726,7.6,32570,10.5,33223,10.7,41351,13.3,39644,12.8,41890,13.5,15187,4.9,11113,3.6,16102,5.2,10360,3.3,2998,1
2011,Roseville,121755,5526,4.5,9602,7.9,10745,8.8,10553,8.7,4852,4,12977,10.7,19371,15.9,17306,14.2,7110,5.8,6621,5.4,9151,7.5,6299,5.2,1642,1.3
2011,Sacramento,472169,34920,7.4,35527,7.5,31919,6.8,31278,6.6,37801,8,78852,16.7,62516,13.2,59043,12.5,27689,5.9,20670,4.4,26580,5.6,17240,3.7,8134,1.7
2011,Salinas,152995,14243,9.3,15344,10,11067,7.2,12918,8.4,10400,6.8,25990,17,21724,14.2,16889,11,5855,3.8,6631,4.3,6919,4.5,3496,2.3,1519,1
2011,San Bernardino,213008,17647,8.3,16075,7.5,21262,10,22213,10.4,18348,8.6,30552,14.3,25339,11.9,26043,12.2,11480,5.4,8056,3.8,9112,4.3,4774,2.2,2107,1
2011,San Buenaventura (Ventura),107507,5663,5.3,5688,5.3,7558,7,6419,6,7464,6.9,14229,13.2,16238,15.1,17009,15.8,7090,6.6,5715,5.3,7726,7.2,4218,3.9,2490,2.3
2011,San Diego,1326183,83007,6.3,81487,6.1,76259,5.8,86793,6.5,132314,10,233292,17.6,180093,13.6,177656,13.4,69912,5.3,65931,5,74360,5.6,43752,3.3,21327,1.6
2011,San Francisco,812826,36230,4.5,29037,3.6,27030,3.3,33905,4.2,56241,6.9,173121,21.3,133611,16.4,111732,13.7,50339,6.2,49275,6.1,55847,6.9,38478,4.7,17980,2.2
2011,San Jose,967478,67673,7,69063,7.1,60309,6.2,59057,6.1,67040,6.9,146670,15.2,153720,15.9,139651,14.4,58112,6,45849,4.7,55563,5.7,33043,3.4,11728,1.2
2011,San Leandro,86067,6081,7.1,5530,6.4,5350,6.2,5361,6.2,5384,6.3,13289,15.4,11680,13.6,12904,15,5204,6,4781,5.6,4743,5.5,3212,3.7,2548,3
2011,San Marcos,85009,6511,7.7,7128,8.4,5900,6.9,7700,9.1,5127,6,12551,14.8,14703,17.3,10093,11.9,3715,4.4,2219,2.6,4476,5.3,3396,4,1490,1.8
2011,San Mateo,98403,6473,6.6,5297,5.4,4054,4.1,3999,4.1,6312,6.4,15092,15.3,16436,16.7,13522,13.7,6460,6.6,6943,7.1,6824,6.9,5036,5.1,1955,2
2011,San Ramon,73338,5721,7.8,7028,9.6,5228,7.1,5859,8,2784,3.8,7407,10.1,14569,19.9,14238,19.4,2884,3.9,2881,3.9,2764,3.8,1372,1.9,603,0.8
2011,Santa Ana,329405,27447,8.3,25935,7.9,27122,8.2,27368,8.3,29090,8.8,53219,16.2,53010,16.1,37803,11.5,13413,4.1,10385,3.2,15759,4.8,6325,1.9,2529,0.8
2011,Santa Barbara,89058,5633,6.3,4549,5.1,4168,4.7,6495,7.3,7787,8.7,17804,20,10347,11.6,10300,11.6,6340,7.1,3939,4.4,5253,5.9,3735,4.2,2708,3
2011,Santa Clara,118247,10549,8.9,9144,7.7,5507,4.7,7476,6.3,6242,5.3,23069,19.5,20166,17.1,14654,12.4,5264,4.5,4515,3.8,6078,5.1,4095,3.5,1488,1.3
2011,Santa Clarita,177589,11661,6.6,12981,7.3,14465,8.1,14562,8.2,12175,6.9,21535,12.1,27062,15.2,26626,15,12381,7,7409,4.2,10490,5.9,4067,2.3,2175,1.2
2011,Santa Maria,100272,8478,8.5,8690,8.7,9648,9.6,8565,8.5,9120,9.1,15132,15.1,11748,11.7,12597,12.6,4265,4.3,2780,2.8,4982,5,3234,3.2,1033,1
2011,Santa Monica,90373,3574,4,3411,3.8,2676,3,3681,4.1,7583,8.4,18009,19.9,16530,18.3,11974,13.2,5963,6.6,3896,4.3,7168,7.9,3717,4.1,2191,2.4
2011,Santa Rosa,169302,8805,5.2,11918,7,11876,7,13539,8,10471,6.2,19711,11.6,23271,13.7,25235,14.9,11462,6.8,10585,6.3,10243,6.1,7933,4.7,4253,2.5
2011,Simi Valley,125546,8189,6.5,7753,6.2,9077,7.2,9735,7.8,8265,6.6,16484,13.1,17761,14.1,20471,16.3,7572,6,8044,6.4,6706,5.3,4102,3.3,1387,1.1
2011,South Gate,95088,8476,8.9,7192,7.6,7694,8.1,7688,8.1,8201,8.6,15028,15.8,12031,12.7,12520,13.2,4724,5,3551,3.7,4706,4.9,2511,2.6,766,0.8
2011,Stockton,296367,25569,8.6,25613,8.6,25056,8.5,24888,8.4,24464,8.3,42872,14.5,38047,12.8,33402,11.3,17541,5.9,12026,4.1,15042,5.1,7873,2.7,3974,1.3
2011,Sunnyvale,142299,10600,7.4,8548,6,8042,5.7,7041,4.9,7929,5.6,27864,19.6,21970,15.4,21130,14.8,7980,5.6,5966,4.2,7827,5.5,5317,3.7,2085,1.5
2011,Temecula,102471,6296,6.1,8586,8.4,11490,11.2,9469,9.2,4634,4.5,10052,9.8,13877,13.5,17029,16.6,5558,5.4,6358,6.2,5254,5.1,2951,2.9,917,0.9
2011,Thousand Oaks,127994,5447,4.3,7885,6.2,9928,7.8,9032,7.1,6516,5.1,12513,9.8,14831,11.6,21291,16.6,9587,7.5,9549,7.5,11682,9.1,6206,4.8,3527,2.8
2011,Torrance,146467,8641,5.9,8914,6.1,9239,6.3,8232,5.6,9077,6.2,16868,11.5,21976,15,24779,16.9,8764,6,6878,4.7,11620,7.9,7929,5.4,3550,2.4
2011,Tracy,84252,5174,6.1,7605,9,7669,9.1,7558,9,4623,5.5,9840,11.7,12504,14.8,13865,16.5,6265,7.4,2436,2.9,4564,5.4,1645,2,504,0.6
2011,Turlock,69095,4706,6.8,6545,9.5,4447,6.4,5269,7.6,5979,8.7,11128,16.1,10019,14.5,6273,9.1,4659,6.7,3206,4.6,3024,4.4,2360,3.4,1480,2.1
2011,Tustin,76699,6720,8.8,4368,5.7,5339,7,4989,6.5,6717,8.8,12638,16.5,13412,17.5,8775,11.4,4088,5.3,4001,5.2,3008,3.9,2243,2.9,401,0.5
2011,Union City,70441,4777,6.8,4658,6.6,4071,5.8,4612,6.5,6581,9.3,8821,12.5,10537,15,9875,14,4527,6.4,3565,5.1,5051,7.2,2433,3.5,933,1.3
2011,Upland,74854,5384,7.2,4572,6.1,3815,5.1,5093,6.8,5362,7.2,10227,13.7,9899,13.2,10823,14.5,6045,8.1,5165,6.9,5067,6.8,2870,3.8,532,0.7
2011,Vacaville,93076,4694,5,5738,6.2,6093,6.5,6891,7.4,6323,6.8,13453,14.5,14168,15.2,16160,17.4,4433,4.8,5485,5.9,6045,6.5,2517,2.7,1076,1.2
2011,Vallejo,116829,8547,7.3,7304,6.3,6209,5.3,6450,5.5,9776,8.4,14377,12.3,12945,11.1,17686,15.1,8963,7.7,9643,8.3,7961,6.8,4058,3.5,2910,2.5
2011,Victorville,117596,9943,8.5,8483,7.2,13784,11.7,11017,9.4,9636,8.2,16391,13.9,14854,12.6,13824,11.8,5498,4.7,4266,3.6,6674,5.7,2241,1.9,985,0.8
2011,Visalia,126421,9646,7.6,10938,8.7,9269,7.3,9692,7.7,9019,7.1,18401,14.6,15463,12.2,17276,13.7,6015,4.8,7070,5.6,7337,5.8,4330,3.4,1965,1.6
2011,Vista,95211,6269,6.6,7418,7.8,7228,7.6,5690,6,8079,8.5,16524,17.4,15508,16.3,11472,12,4507,4.7,2630,2.8,4809,5.1,3350,3.5,1727,1.8
2011,Walnut Creek,65232,3557,5.5,2013,3.1,3438,5.3,3437,5.3,3381,5.2,5846,9,7924,12.1,10063,15.4,3736,5.7,4164,6.4,9033,13.8,5295,8.1,3345,5.1
2011,West Covina,106864,6424,6,6297,5.9,8213,7.7,8473,7.9,7327,6.9,14090,13.2,13677,12.8,16487,15.4,6511,6.1,5907,5.5,6689,6.3,3600,3.4,3169,3
2011,Westminster,91078,5452,6,4675,5.1,6464,7.1,5462,6,5968,6.6,11057,12.1,12401,13.6,14571,16,6034,6.6,4926,5.4,8277,9.1,3920,4.3,1871,2.1
2011,Whittier,85933,6114,7.1,4565,5.3,7007,8.2,7023,8.2,6834,8,13976,16.3,10312,12,12727,14.8,4199,4.9,3441,4,3911,4.6,3860,4.5,1964,2.3
2011,Yorba Linda,65220,4137,6.3,3220,4.9,5271,8.1,5463,8.4,3667,5.6,5335,8.2,9465,14.5,12122,18.6,5445,8.3,3414,5.2,4567,7,1769,2.7,1345,2.1
2011,Yuba City,65041,4229,6.5,5232,8,4648,7.1,4422,6.8,5935,9.1,7737,11.9,9166,14.1,8148,12.5,2620,4,4334,6.7,4495,6.9,3130,4.8,945,1.5
2012,Alameda,75632,4445,5.9,5282,7,3736,4.9,3626,4.8,4367,5.8,10939,14.5,12886,17,11450,15.1,4327,5.7,4621,6.1,5875,7.8,3046,4,1032,1.4
2012,Alhambra,84322,5097,6,4148,4.9,3253,3.9,4877,5.8,6956,8.2,12585,14.9,11373,13.5,14633,17.4,6598,7.8,4510,5.3,4490,5.3,3868,4.6,1934,2.3
2012,Anaheim,343241,27800,8.1,25063,7.3,25706,7.5,23625,6.9,26161,7.6,52244,15.2,51888,15.1,43640,12.7,18439,5.4,14529,4.2,18654,5.4,10446,3,5046,1.5
2012,Antioch,105495,5897,5.6,8423,8,8110,7.7,9264,8.8,7455,7.1,12591,11.9,12761,12.1,14761,14,9093,8.6,7755,7.4,6253,5.9,1842,1.7,1290,1.2
2012,Apple Valley,70682,5504,7.8,5086,7.2,4750,6.7,5744,8.1,5896,8.3,8305,11.7,7077,10,9244,13.1,3562,5,3686,5.2,7179,10.2,3023,4.3,1626,2.3
2012,Arden-Arcade,88995,6538,7.3,4597,5.2,5572,6.3,3597,4,6796,7.6,13802,15.5,10481,11.8,11233,12.6,5787,6.5,5729,6.4,6876,7.7,5285,5.9,2702,3
2012,Bakersfield,358600,32026,8.9,31024,8.7,28615,8,29851,8.3,30148,8.4,52030,14.5,46948,13.1,41815,11.7,18990,5.3,14951,4.2,19840,5.5,8519,2.4,3843,1.1
2012,Baldwin Park,76437,5144,6.7,4835,6.3,5398,7.1,6262,8.2,8316,10.9,11426,14.9,9428,12.3,9943,13,5001,6.5,3990,5.2,3916,5.1,1998,2.6,780,1
2012,Bellflower,77334,6525,8.4,5781,7.5,6242,8.1,4897,6.3,6576,8.5,12063,15.6,10780,13.9,8852,11.4,4549,5.9,3311,4.3,4200,5.4,2774,3.6,784,1
2012,Berkeley,115417,4515,3.9,4325,3.7,3459,3,12144,10.5,19557,16.9,18327,15.9,13090,11.3,11569,10,7126,6.2,6311,5.5,9129,7.9,3656,3.2,2209,1.9
2012,Buena Park,82152,5814,7.1,5566,6.8,5655,6.9,5584,6.8,5370,6.5,11897,14.5,11283,13.7,11779,14.3,4418,5.4,3802,4.6,5938,7.2,3100,3.8,1946,2.4
2012,Burbank,104380,6101,5.8,5141,4.9,5902,5.7,6619,6.3,6859,6.6,17058,16.3,18262,17.5,15732,15.1,6060,5.8,4023,3.9,6061,5.8,4973,4.8,1589,1.5
2012,Camarillo,65972,3935,6,3477,5.3,2414,3.7,2928,4.4,6165,9.3,7672,11.6,8025,12.2,10258,15.5,4446,6.7,3727,5.6,6458,9.8,4137,6.3,2330,3.5
2012,Carlsbad,109333,4210,3.9,7884,7.2,6932,6.3,4597,4.2,5591,5.1,13952,12.8,16223,14.8,19026,17.4,9033,8.3,6424,5.9,9041,8.3,3680,3.4,2740,2.5
2012,Carson,92992,5584,6,5138,5.5,6082,6.5,6206,6.7,8543,9.2,12899,13.9,12531,13.5,12193,13.1,5890,6.3,4356,4.7,7248,7.8,5113,5.5,1209,1.3
2012,Chico,87712,5728,6.5,4761,5.4,4003,4.6,8176,9.3,16224,18.5,12457,14.2,9778,11.1,7462,8.5,4386,5,4102,4.7,5771,6.6,3252,3.7,1612,1.8
2012,Chino,80181,4901,6.1,5308,6.6,4170,5.2,4442,5.5,6630,8.3,14433,18,10568,13.2,12170,15.2,4885,6.1,4598,5.7,5465,6.8,1981,2.5,630,0.8
2012,Chino Hills,76462,3935,5.1,4645,6.1,5755,7.5,5988,7.8,6883,9,7817,10.2,12234,16,13906,18.2,5644,7.4,3912,5.1,4027,5.3,1102,1.4,614,0.8
2012,Chula Vista,252424,18182,7.2,19531,7.7,18511,7.3,18889,7.5,21126,8.4,38497,15.3,32906,13,36670,14.5,11468,4.5,9765,3.9,14296,5.7,8719,3.5,3864,1.5
2012,Citrus Heights,84862,4227,5,5309,6.3,5732,6.8,5023,5.9,6019,7.1,13474,15.9,10096,11.9,11582,13.6,6888,8.1,4827,5.7,6517,7.7,3622,4.3,1546,1.8
2012,Clovis,98626,5747,5.8,8313,8.4,8917,9,9150,9.3,8784,8.9,12657,12.8,12725,12.9,14200,14.4,4594,4.7,3744,3.8,5528,5.6,3097,3.1,1170,1.2
2012,Compton,97560,9588,9.8,8168,8.4,8603,8.8,10039,10.3,9305,9.5,13409,13.7,12669,13,10612,10.9,5592,5.7,3096,3.2,3867,4,2188,2.2,424,0.4
2012,Concord,124717,10803,8.7,6619,5.3,5922,4.7,7506,6,7896,6.3,21544,17.3,16462,13.2,17840,14.3,7973,6.4,6974,5.6,8222,6.6,5329,4.3,1627,1.3
2012,Corona,158388,11289,7.1,11994,7.6,13510,8.5,15318,9.7,11258,7.1,20495,12.9,25631,16.2,22299,14.1,8340,5.3,6559,4.1,6656,4.2,3408,2.2,1631,1
2012,Costa Mesa,111910,7590,6.8,7495,6.7,5480,4.9,5249,4.7,8076,7.2,21778,19.5,16429,14.7,17307,15.5,6753,6,5473,4.9,5534,4.9,2754,2.5,1992,1.8
2012,Daly City,103677,6127,5.9,5255,5.1,5272,5.1,5663,5.5,7895,7.6,16667,16.1,13784,13.3,13498,13,8703,8.4,6092,5.9,8173,7.9,4455,4.3,2093,2
2012,Davis,66009,2689,4.1,2824,4.3,2930,4.4,5444,8.2,17744,26.9,8338,12.6,6831,10.3,7654,11.6,3148,4.8,2603,3.9,3384,5.1,1220,1.8,1200,1.8
2012,Downey,112878,9298,8.2,8172,7.2,7752,6.9,7045,6.2,7628,6.8,18227,16.1,15730,13.9,14067,12.5,7392,6.5,3894,3.4,7232,6.4,4854,4.3,1587,1.4
2012,East Los Angeles,126918,10464,8.2,11388,9,10123,8,11578,9.1,11180,8.8,19377,15.3,17360,13.7,14087,11.1,5177,4.1,4494,3.5,6298,5,3902,3.1,1490,1.2
